Project Name,Summary,Dependencies,Precision@5,Recall@5,Ground Truth
jboss/metadata,"This library is in charge in parsing JakartaEE descriptors and Wildfly extensions. For more information, see https://www.gnu.org/licenses/lgpl-2.1","['${project.groupId}:jboss-metadata-common', 'org.jboss.spec.javax.annotation:jboss-annotations-api_1.2_spec', 'org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec', '${project.groupId}:jboss-metadata-test', 'org.jboss.test:jboss-test', 'org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.2_spec', 'org.jboss.ejb3:jboss-ejb3-ext-api']",0.2,0.125,"['org.jboss.spec.javax.ejb:jboss-ejb-api_3.2_spec', '${javax.persistence.groupId}:${javax.persistence.artifactId}', 'org.jboss.spec.javax.servlet:jboss-servlet-api_3.1_spec', 'org.jboss.spec.javax.jms:jboss-jms-api_2.0_spec', 'org.jboss.logging:jboss-logging', 'com.sun.xml.bind:jaxb-impl', 'org.jboss.metadata:jboss-metadata-common', 'junit:junit']"
vert-x3/vertx-rx,A Reactive Extensions (Rx) library for Vert.x. This module provides helpers for adapting vertices and future constructs to Rx observables. It supports support for RxJava2 and RxJava3 using the Rx libraries.,"['io.vertx:vertx-rx-java', 'io.vertx:vertx-docgen', 'io.reactivex.rxjava2:rxjava', 'io.vertx:vertx-dependencies', 'io.reactivex:rxgroovy', 'io.vertx:vertx-core']",1.0,0.25,"['io.vertx:vertx-lang-js', 'io.vertx:vertx-codegen', 'org.reactivestreams:reactive-streams', 'junit:junit', 'io.vertx:vertx-lang-groovy', 'io.reactivex:rxjava']"
dcaoyuan/nbscala,b'NetBeans Plugin for Scala，B'Netbeans Plugin for the scala language ，This is a plugin of the NetBeans Platform for the Scala language）,"['org.netbeans.api:org-netbeans-modules-java-source-base', 'org.netbeans.modules:org-netbeans-modules-scala-fontscolors', 'org.netbeans.api:org-netbeans-spi-debugger-ui', '${project.groupId}:org-netbeans-modules-scala-core', 'org.netbeans.modules:org-netbeans-modules-parsing-lucene', 'org.netbeans.api:org-netbeans-modules-extexecution', 'org.netbeans.modules:org-netbeans-modules-debugger-jpda-ant', 'org.netbeans.api:org-netbeans-modules-editor-indent-project', 'org.netbeans.api:org-netbeans-modules-editor-codetemplates', 'org.netbeans.api:org-netbeans-modules-editor-lib2', 'org.netbeans.modules:org-netbeans-core', '${project.groupId}:org-netbeans-libs-sbt', 'org.netbeans.api:org-netbeans-modules-projectapi', 'org.netbeans.modules:org-netbeans-libs-scala-continuations', 'org.netbeans.api:org-netbeans-modules-java-sourceui', 'org.netbeans.api:org-netbeans-modules-editor-indent', 'org.netbeans.api:org-openide-util', 'org.netbeans.api:org-netbeans-api-java-classpath', 'org.netbeans.modules:org-netbeans-libs-scala-reflect', 'log4j:log4j', 'org.netbeans.api:org-netbeans-modules-java-project-ui', 'org.scala-lang:scala-continuations', 'org.netbeans.api:org-openide-nodes', 'org.netbeans.api:org-netbeans-modules-parsing-api', 'org.netbeans.cluster:nb', 'org.netbeans.api:org-netbeans-modules-queries', 'org.netbeans.api:org-netbeans-api-progress', 'org.netbeans.modules:org-netbeans-modules-scala-console', '${project.groupId}:org-netbeans-modules-scala-console', 'org.netbeans.api:org-netbeans-modules-nbjunit', 'org.netbeans.api:org-netbeans-api-java', 'org.netbeans.api:org-apache-tools-ant-module', 'org.scala-lang:scala-library', 'org.netbeans.api:org-netbeans-modules-java-platform', 'org.netbeans.api:org-netbeans-modules-csl-types', 'org.netbeans.cluster:ide', 'org.netbeans.api:org-netbeans-modules-java-source', 'org.netbeans.modules:org-netbeans-modules-apisupport-kit', 'org.netbeans.api:org-netbeans-modules-csl-api', 'org.netbeans.api:org-netbeans-modules-editor-document', 'org.netbeans.api:org-netbeans-modules-refactoring-api', 'org.netbeans.modules:org-netbeans-modules-maven', 'org.netbeans.api:org-netbeans-modules-jellytools-java', 'org.netbeans.modules:org-netbeans-libs-scala-library', 'org.netbeans.cluster:platform', 'org.netbeans.api:org-openide-util-ui', 'org.netbeans.api:org-netbeans-modules-projectuiapi', 'junit:junit', 'org.netbeans.api:org-netbeans-modules-project-libraries-ui', 'org.scala-sbt:sbt-launch', 'org.netbeans.api:org-netbeans-core-multiview', 'org.netbeans.api:org-netbeans-modules-java-project', '${project.groupId}:org-netbeans-libs-xtc', 'org.netbeans.api:org-openide-execution', '${project.groupId}:org-netbeans-libs-scala-continuations-plugin', 'org.netbeans.modules:org-netbeans-modules-web-browser-api', 'org.netbeans.cluster:java', 'org.netbeans.modules:org-netbeans-modules-options-editor', '${project.groupId}:org-netbeans-modules-scala-fontscolors', 'org.netbeans.api:org-netbeans-modules-editor-util', 'org.netbeans.modules:org-netbeans-libs-scala-xml', 'org.netbeans.api:org-netbeans-libs-lucene', '${project.groupId}:org-netbeans-modules-scala-maven', 'org.netbeans.api:org-netbeans-api-progress-nb', 'org.netbeans.api:org-openide-io', 'org.scala-lang:scala-reflect', 'org.netbeans.api:org-netbeans-modules-editor-lib', '${project.groupId}:org-netbeans-modules-scala-sbt-project-template']",1.0,0.4,"['${project.groupId}:org-netbeans-modules-scala-sbt', 'org.netbeans.modules:org-netbeans-modules-editor-errorstripe', 'org.netbeans.api:org-netbeans-modules-extexecution-base', 'org.netbeans.api:org-netbeans-api-debugger', 'org.netbeans.api:org-openide-windows', 'org.netbeans.modules:org-netbeans-libs-scala-compiler', 'org.netbeans.modules:org-netbeans-modules-java-preprocessorbridge', 'org.netbeans.api:org-netbeans-modules-lexer', '${project.groupId}:org-netbeans-libs-scala-reflect', 'org.netbeans.api:org-netbeans-modules-editor', 'org.netbeans.api:org-netbeans-modules-projectuiapi-base', 'org.netbeans.modules:org-netbeans-modules-debugger-jpda-projects', 'org.netbeans.api:org-openide-explorer', 'org.scala-lang:scala-continuations-plugin', 'org.netbeans.api:org-netbeans-modules-options-api', 'org.netbeans.api:org-netbeans-modules-jellytools-ide', 'org.netbeans.modules:org-netbeans-libs-scala-continuations-plugin', 'org.netbeans.modules:org-netbeans-libs-scalariform', 'org.netbeans.api:org-netbeans-libs-javacapi', 'org.netbeans.modules:org-netbeans-libs-xtc', '${project.groupId}:org-netbeans-modules-scala-debugger-projects', 'org.netbeans.modules:org-netbeans-modules-scala-platform', 'org.netbeans.api:org-openide-dialogs', 'org.netbeans.api:org-netbeans-modules-java-platform-ui', '${project.groupId}:org-netbeans-modules-scala-debugger', 'org.scalariform:scalariform', '${project.groupId}:org-netbeans-libs-scala-local', '${project.groupId}:org-netbeans-modules-scala-stdplatform', 'org.netbeans.api:org-openide-loaders', 'org.netbeans.api:org-netbeans-modules-editor-mimelookup', 'org.netbeans.modules:org-netbeans-modules-scala-editor', 'org.netbeans.api:org-netbeans-api-annotations-common', 'org.netbeans.api:org-netbeans-modules-editor-bracesmatching', '${project.groupId}:org-netbeans-libs-scala-continuations', 'org.netbeans.modules:org-netbeans-modules-scala-stdplatform', 'org.netbeans.api:org-netbeans-modules-project-ant-ui', 'org.scala-lang:scala-compiler', 'org.netbeans.api:org-openide-modules', 'org.netbeans.api:org-netbeans-modules-websvc-saas-codegen-java', '${project.groupId}:org-netbeans-libs-scala-compiler', 'org.netbeans.api:org-openide-filesystems', '${project.groupId}:org-netbeans-libs-scalariform', 'org.netbeans.modules:org-netbeans-modules-debugger-jpda-ui', 'org.netbeans.api:org-netbeans-modules-classfile', 'org.netbeans.api:org-openide-util-lookup', '${project.groupId}:org-netbeans-modules-scala-refactoring', 'org.netbeans.api:org-netbeans-modules-parsing-indexing', 'org.netbeans.api:org-netbeans-modules-project-libraries', 'org.netbeans.api:org-netbeans-api-debugger-jpda', 'org.netbeans.modules:org-netbeans-modules-ant-browsetask', 'org.netbeans.api:org-netbeans-spi-viewmodel', '${project.groupId}:org-netbeans-modules-scala-editor', 'org.netbeans.api:org-netbeans-modules-java-lexer', 'org.netbeans.modules:org-netbeans-libs-sbt', 'org.netbeans.api:org-netbeans-modules-project-ant', '${project.groupId}:org-netbeans-libs-scala-xml', '${project.groupId}:org-netbeans-libs-scala-library', 'org.netbeans.modules:org-netbeans-modules-scala-debugger-projects', 'org.netbeans.modules:org-netbeans-modules-scala-core', 'org.netbeans.api:org-openide-text', 'org.netbeans.api:org-openide-awt', '${project.groupId}:org-netbeans-modules-scala-platform', 'org.netbeans.api:org-netbeans-modules-editor-settings', 'org.scala-lang:scala-xml', '${project.groupId}:org-netbeans-modules-scala-project', 'org.netbeans.api:org-openide-actions', 'org.netbeans.modules:org-netbeans-modules-java-api-common', 'org.netbeans.api:org-jdesktop-layout']"
apache/giraph,"Giraph : Large-scale graph processing on Hadoop and in collaboration with ZooKeeper to build a centralized coordination service.   Graph processing platforms to run large-scale algorithms (such as page\nrank, shared connections, personalization-based popularity, etc.) have become quite popular.","['com.facebook.hiveio:hive-io-exp-testing', 'org.jodah:typetools', 'org.apache.giraph:giraph-accumulo', 'com.google.protobuf:protobuf-java', 'commons-configuration:commons-configuration', 'com.google.guava:guava', 'net.openhft:compiler', 'org.python:jython', 'org.mortbay.jetty:jetty', 'commons-cli:commons-cli', 'com.facebook.swift:swift-service', 'commons-collections:commons-collections', 'com.tinkerpop.rexster:rexster-server', 'org.apache.giraph:giraph-hcatalog', 'commons-lang:commons-lang', 'org.apache.hcatalog:hcatalog-core', 'org.apache.velocity:velocity', 'com.sun.jersey:jersey-core', 'org.apache.thrift:libthrift', 'org.javassist:javassist', 'org.apache.hive:hive-exec', 'org.apache.commons:commons-lang3', 'com.fasterxml.jackson.core:jackson-core', 'log4j:log4j', 'com.tinkerpop.blueprints:blueprints-orient-graph', 'org.freemarker:freemarker', 'com.facebook.hadoop:hadoop-test', 'com.facebook.thirdparty.yourkit-api:yjp-controller-api-redist', 'commons-codec:commons-codec', 'com.sun.jersey:jersey-json', 'com.facebook.swift:swift-annotations', 'com.thoughtworks.paranamer:paranamer', 'org.objenesis:objenesis', 'commons-httpclient:commons-httpclient', 'org.apache.hadoop:hadoop-mapreduce-client-core', 'org.apache.gora:gora-core', 'org.apache.giraph:giraph-block-app', 'org.apache.commons:commons-math', 'commons-logging:commons-logging', 'org.codehaus.jackson:jackson-mapper-asl', 'commons-net:commons-net', 'com.facebook.nifty:nifty-client']",0.4,0.06666666666666667,"['org.apache.giraph:giraph-rexster-io', 'org.apache.hadoop:avro', 'org.apache.giraph:giraph-gora', 'commons-io:commons-io', 'org.apache.zookeeper:zookeeper', 'com.tinkerpop.blueprints:blueprints-neo4j-graph', 'com.tinkerpop.blueprints:blueprints-core', 'org.apache.hadoop:hadoop-mapreduce-client-common', 'com.esotericsoftware:kryo', 'org.slf4j:slf4j-log4j12', 'org.apache.giraph:giraph-block-app-8', 'de.javakaffee:kryo-serializers', 'com.github.spullara.cli-parser:cli-parser', 'com.tinkerpop.rexster:rexster-protocol', 'org.apache.hive:hive-metastore', 'org.apache.giraph:giraph-hbase', 'org.codehaus.jettison:jettison', 'org.apache.giraph:giraph-core', 'org.json:json', 'org.apache.hadoop:hadoop-common', 'junit:junit', 'org.apache.hadoop:hadoop-auth', 'io.airlift:airline', 'it.unimi.dsi:fastutil', 'asm:asm', 'org.apache.accumulo:accumulo-core', 'org.apache.hbase:hbase', 'com.yammer.metrics:metrics-core', 'org.apache.avro:avro', 'com.sun.xml.bind:jaxb-impl', 'io.netty:netty-all', 'org.apache.giraph:giraph-examples', 'org.slf4j:slf4j-api', 'org.apache.giraph:giraph-kibble', 'net.iharder:base64', 'com.facebook.hiveio:hive-io-exp-core', 'com.google.code.findbugs:annotations', 'org.codehaus.jackson:jackson-core-asl', 'com.fasterxml.jackson.core:jackson-databind', 'com.facebook.swift:swift-codec', 'com.tinkerpop.rexster:rexster-core', 'org.mockito:mockito-core']"
serenity-bdd/serenity-cucumber,"This library only supports the older Cucumber 2.x versions of serenity-core. For the most recent version refer to cucumber.org. Serenity is an open source, self-hosted, free, open source and community-developed sereneity libraries.","['net.serenity-bdd:serenity-core', 'org.assertj:assertj-core', 'net.serenity-bdd:serenity-screenplay', 'org.slf4j:slf4j-simple']",0.25,0.3333333333333333,"['net.serenity-bdd:serenity-screenplay-webdriver', 'org.hamcrest:hamcrest-all', 'net.serenity-bdd:serenity-junit', 'junit:junit', 'net.serenity-bdd:serenity-cucumber']"
jaxio/usi2011,"Le Challenge USI 2011 est une compétition du code de l\'\xc3\xa9quipe n\xc2\xb010, dite ""Jaxio and friends"" dans le site du Challenge.","['mx4j:mx4j-tools', 'commons-io:commons-io', 'xom:xom', 'me.prettyprint:hector-core', 'org.slf4j:slf4j-api', 'oro:oro', 'org.mockito:mockito-all', 'commons-codec:commons-codec', 'cglib:cglib-nodep', 'org.springframework:spring-test', 'org.twitter4j:twitter4j-core', 'org.jboss.netty:netty']",0.25,0.09090909090909091,"['com.jayway.awaitility:awaitility', 'org.springframework:spring-context', 'com.jayway.restassured:rest-assured', 'org.slf4j:slf4j-log4j12', 'org.apache.cassandra:cassandra-javautils', 'org.apache.cassandra:cassandra-all', 'org.easytesting:fest-assert', 'log4j:log4j', 'org.codehaus.groovy:groovy', 'org.json:json', 'junit:junit', 'commons-validator:commons-validator']"
pac4j/spark-pac4j-demo,"SparkJava application to test the security library with various authentication mechanisms: Facebook, Twitter, form, basic auth, CAS, SAML, OpenID Connect, JWT...\n\n","['org.pac4j:pac4j-cas', 'org.pac4j:pac4j-http', 'org.pac4j:pac4j-ldap', 'org.pac4j:pac4j-oidc', 'org.pac4j:pac4j-couch', 'com.sparkjava:spark-template-mustache', 'org.pac4j:spark-pac4j']",1.0,0.5,"['org.pac4j:pac4j-openid', 'org.pac4j:pac4j-jwt', 'org.pac4j:pac4j-oauth', 'ch.qos.logback:logback-classic', 'org.pac4j:pac4j-sql', 'org.pac4j:pac4j-kerberos', 'org.pac4j:pac4j-saml', 'org.pac4j:pac4j-mongo']"
reark/reark,Reference Architecture for RxJava using streams of data (mainly in RxJava). This is an ambitious reference project of what can be done with RxJava to create an app based on streams of Data.,"['org.assertj:assertj-core', 'org.powermock:powermock-module-junit4', 'com.squareup.leakcanary:leakcanary-android', 'io.reactivex.rxjava2:rxandroid', 'com.squareup.leakcanary:leakcanary-android-no-op', 'com.squareup.retrofit2:converter-gson', 'com.facebook.stetho:stetho', 'net.simonvt.schematic:schematic-compiler', 'org.powermock:powermock-api-mockito', 'com.google.guava:guava', 'com.squareup.retrofit2:adapter-rxjava2', 'com.jakewharton.rxbinding2:rxbinding', 'com.squareup.retrofit2:retrofit']",0.2,0.1,"['com.android.support.test:rules', 'com.android.support.test:runner', 'com.android.support.test.espresso:espresso-core', 'com.android.support:support-annotations', 'net.simonvt.schematic:schematic', 'io.reactivex.rxjava2:rxjava', 'com.android.support:recyclerview-v7', 'com.facebook.stetho:stetho-okhttp3', 'com.android.support:appcompat-v7', 'com.google.dagger:dagger', 'com.squareup.okhttp3:okhttp-android-support', 'com.google.dagger:dagger-compiler', 'com.github.bumptech.glide:glide', 'junit:junit']"
AlejandroRivera/embedded-rabbitmq,"Embedded RabbitMQ (RabbitMQ) for Windows, macOS, Linux, FreeBSD, Android, iOS, and various other platforms, including Raspberry Pi, Node.js, and WebAssembly.js.","['org.tukaani:xz', 'org.apache.commons:commons-compress', 'org.zeroturnaround:zt-exec', 'com.rabbitmq:amqp-client']",0.6,0.6,"['org.mockito:mockito-core', 'ch.qos.logback:logback-classic', 'org.slf4j:slf4j-api', 'org.apache.commons:commons-lang3', 'junit:junit']"
terasolunaorg/terasoluna-gfw,The common library of TERASOLUNA Server Framework for Java (5.x) Common Library is a library of useful and unobtrusive common functionalities. Examples of Common Library are listed up in the development guideline.,"['com.fasterxml.jackson.datatype:jackson-datatype-jsr310', 'org.apache.tiles:tiles-jsp', 'org.springframework:spring-aop', 'org.hibernate:hibernate-entitymanager', 'net.sf.dozer:dozer', 'org.terasoluna.gfw:terasoluna-gfw-web', '${project.groupId}:terasoluna-gfw-security-web', 'org.slf4j:slf4j-api', 'org.terasoluna.gfw:terasoluna-gfw-security-core-dependencies', 'org.springframework.security:spring-security-core', 'javax.el:javax.el-api', 'org.springframework:spring-aspects', 'org.terasoluna.gfw.codepoints:terasoluna-gfw-codepoints-jisx0201', 'org.terasoluna.gfw:terasoluna-gfw-web-jsp', 'org.springframework:spring-test', 'org.mybatis:mybatis', 'org.terasoluna.gfw:terasoluna-gfw-jodatime', 'com.google.guava:guava', 'org.terasoluna.gfw:terasoluna-gfw-security-web-dependencies', 'org.terasoluna.gfw.codepoints:terasoluna-gfw-codepoints-jisx0208', 'org.springframework.security:spring-security-config', 'org.springframework.data:spring-data-commons', 'org.terasoluna.gfw:terasoluna-gfw-jodatime-dependencies', 'org.hamcrest:hamcrest-library', 'org.springframework.security:spring-security-web', 'commons-beanutils:commons-beanutils', 'com.fasterxml.jackson.datatype:jackson-datatype-joda', 'io.spring.platform:platform-bom', 'joda-time:joda-time', 'org.apache.taglibs:taglibs-standard-jstlel', 'org.terasoluna.gfw:terasoluna-gfw-recommended-dependencies', 'org.terasoluna.gfw:terasoluna-gfw-security-web', 'org.slf4j:jcl-over-slf4j', 'org.terasoluna.gfw:terasoluna-gfw-jpa-dependencies', 'org.terasoluna.gfw:terasoluna-gfw-common', 'org.apache.tomcat:tomcat-jsp-api', 'commons-collections:commons-collections', '${project.groupId}:terasoluna-gfw-jodatime', 'org.apache.commons:commons-dbcp2', 'junit:junit', 'org.mybatis:mybatis-spring', 'org.terasoluna.gfw:terasoluna-gfw-web-jsp-dependencies']",1.0,0.041666666666666664,"['org.aspectj:aspectjrt', 'com.h2database:h2', 'org.apache.tiles:tiles-core', 'org.terasoluna.gfw:terasoluna-gfw-web-dependencies', 'org.apache.tomcat.embed:tomcat-embed-el', 'commons-io:commons-io', '${project.groupId}:terasoluna-gfw-common', 'org.aspectj:aspectjweaver', 'org.springframework.data:spring-data-jpa', 'org.hibernate:hibernate-core', 'org.terasoluna.gfw:terasoluna-gfw-validator', 'org.springframework:spring-webmvc', 'javax.servlet.jsp:javax.servlet.jsp-api', 'org.terasoluna.gfw:terasoluna-gfw-common-dependencies', 'javax.inject:javax.inject', '${project.groupId}:terasoluna-gfw-common-dependencies', 'org.terasoluna.gfw.codepoints:terasoluna-gfw-codepoints-jisx0213kanji', 'org.springframework:spring-context', 'org.terasoluna.gfw:terasoluna-gfw-common-libraries', 'javax.validation:validation-api', 'org.hibernate:hibernate-validator', 'org.springframework.security:spring-security-taglibs', 'net.sf.dozer:dozer-spring', 'org.apache.commons:commons-lang3', 'org.terasoluna.gfw:terasoluna-gfw-recommended-web-dependencies', '${project.groupId}:terasoluna-gfw-web', 'com.fasterxml.jackson.core:jackson-databind', 'org.springframework:spring-orm', 'org.terasoluna.gfw:terasoluna-gfw-parent', 'org.jadira.usertype:usertype.core', 'org.mockito:mockito-core', 'org.springframework:spring-context-support', 'javax.servlet:javax.servlet-api', 'ch.qos.logback:logback-classic', 'joda-time:joda-time-jsptags', 'org.terasoluna.gfw:terasoluna-gfw-string', 'org.terasoluna.gfw.codepoints:terasoluna-gfw-codepoints-jisx0208kanji', 'org.terasoluna.gfw:terasoluna-gfw-dependencies', '${project.groupId}:terasoluna-gfw-web-jsp', 'org.terasoluna.gfw:terasoluna-gfw-codepoints', 'org.lazyluke:log4jdbc-remix', 'org.terasoluna.gfw:terasoluna-gfw-mybatis3-dependencies']"
mwolfson/android-historian,"This app is designed to demonstrate the various components of the Material Design Components, in particular, showing how to implement Material design into your app, using these controls.\n\nThe UI is has specific considerations to demonstrate certain interactions of the components, so may have certain unusual interactions (and patterns).","['com.android.support:percent', 'com.android.support:palette-v7', 'com.android.support.test.espresso:espresso-contrib', 'com.android.support:recyclerview-v7', 'com.squareup.okhttp:okhttp', 'com.android.support:appcompat-v7']",0.5,0.16666666666666666,"['com.android.support:design', 'com.android.support:cardview-v7', 'com.github.bumptech.glide:glide', 'com.android.support.test:runner', 'com.squareup.okio:okio', 'com.squareup.okhttp:okhttp-urlconnection', 'com.android.support.test.espresso:espresso-core']"
haint/exo-training,a‍♀️ 一个万用的级整的工具管理，大学整整。,"['org.exoplatform.core:exo.core.component.security.core', 'org.apache.hadoop:hadoop-streaming', 'com.sencha.gxt:gxt-chart', 'org.apache.openjpa:openjpa-all', 'javax.portlet:portlet-api', 'com.google.gwt.inject:gin', 'swt:swt-linux-gtk', 'org.mortbay.jetty:jetty', 'org.exoplatform.kernel:exo.kernel.container', 'jstl:jstl', 'org.apache.hadoop:hadoop-core', 'com.google.gwt:gwt-user', 'org.codehaus.mojo:buildnumber-maven-plugin', 'org.exoplatform.jcr:exo.jcr.component.ext', 'taglibs:standard', 'com.google.inject:guice', 'org.json:json', 'org.apache.hadoop:hadoop-examples', 'junit:junit', 'com.smartgwt:smartgwt-skins', 'org.exoplatform.kernel:exo.kernel.commons', 'org.slf4j:slf4j-simple']",0.5,0.11764705882352941,"['org.apache.hadoop:hadoop-test', 'com.google.gwt:gwt-dev', 'com.google.code.guice:guice', 'org.exoplatform.portal:exo.portal.webui.portal', 'org.apache.portals.pluto:pluto-taglib', 'javax.validation:validation-api', 'org.springframework:spring', 'org.exoplatform.portal:exo.portal.component.web.server', 'org.exoplatform.portal:exo.portal.webui.eXo', 'org.picocontainer:picocontainer', 'com.smartgwt:smartgwt', 'com.google.gwt:gwt-servlet', 'org.apache.hadoop:hadoop-tools', 'com.google.web.bindery:requestfactory-apt', 'org.exoplatform.kernel:exo.kernel.component.common', 'picocontainer:picocontainer', 'log4j:log4j', 'javax.servlet:servlet-api', 'com.sencha.gxt:gxt', 'org.exoplatform.jcr:exo.jcr.component.core', 'org.hsqldb:hsqldb', 'com.sencha.gxt:uibinder-bridge']"
Raxa/raxacore,OpenMRS module that hosts all the services that are required by the RaxaEMR on-top of the OpenMRS installation. https://www.openmrs.org/,"['org.raxa.module:raxacore-api', 'org.openmrs.api:openmrs-api', 'org.openmrs.test:openmrs-test', 'org.openmrs.module:webservices.rest-omod', 'com.google.guava:guava']",0.2,0.25,"['org.openmrs.module:webservices.rest19ext-omod', 'org.openmrs.module:webservices.rest-api', 'org.openmrs.module:webservices.rest19ext-api', 'com.google.code.gson:gson', 'org.openmrs.web:openmrs-web', 'org.openmrs.tools:openmrs-tools']"
google/google-http-java-client,"A flexible, efficient, and powerful Java library for accessing any resource on the web via HTTP. The library has the following\nfeatures:\n\n- Pluggable HTTP transport abstraction that allows you to use any low-level library such as\njava.net.HttpURLConnection, Apache HTTP Client, or URL Fetch on Google App Engine.","['mysql:mysql-connector-java', 'com.google.http-client:google-http-client-xml', 'com.google.http-client:google-http-client-findbugs', 'com.google.http-client:google-http-client-android', 'org.datanucleus:datanucleus-core', 'com.google.http-client:google-http-client-gson', 'com.google.code.findbugs:jsr305', 'com.google.http-client:google-http-client-appengine', 'org.mockito:mockito-all', 'com.google.protobuf:protobuf-java', 'commons-codec:commons-codec', 'com.google.appengine:appengine-api-1.0-sdk', 'com.google.http-client:google-http-client-jackson2', 'org.datanucleus:datanucleus-api-jdo', 'com.google.http-client:google-http-client-test', 'com.google.http-client:google-http-client-jackson', 'xpp3:xpp3']",0.4,0.16666666666666666,"['com.google.guava:guava', 'com.google.appengine:appengine-testing', 'org.apache.httpcomponents:httpclient', 'com.google.android:android', 'com.google.code.findbugs:findbugs', 'org.codehaus.jackson:jackson-core-asl', 'javax.jdo:jdo2-api', 'org.datanucleus:datanucleus-rdbms', 'com.google.android:android-test', 'com.google.code.gson:gson', 'com.google.http-client:google-http-client-jdo', 'com.google.appengine:appengine-api-stubs', 'com.fasterxml.jackson.core:jackson-core', 'com.google.guava:guava-testlib', 'junit:junit', 'com.google.http-client:google-http-client', 'com.google.http-client:google-http-client-protobuf']"
laaglu/lib-gwt-svg,"gwt-svg is a library to add SVG graphics to GWT applications. It offers the following features:\n\n* GWT exposition of 100% of the JavaScript APIs defined in the SVG 1.1 W3C recommendation (August 11, 2011)](http://www.w3.org/TR/SVG/ ""Scalable Vector Graphics (SVG) 1.","['javax.validation:javax.validation', 'org.seleniumhq.selenium:org.seleniumhq.selenium', 'com.google.gwt:gwt-user', 'log4j:log4j', 'javax.servlet:javax.servlet']",0.2,0.25,"['org.httpunit:org.httpunit', 'com.google.gwt:gwt-dev', 'com.extjs:com.extjs', 'junit:junit', 'com.google.gwt:com.google.gwt']"
Yubico/yubico-java-client,"A Java library with an accompanying demo server, as well as a Yubico OTP library, to validate YubiKey OTPs (One-Time Passwords). For more information and guidance on how to implement OTP support in applications, see https://status.yubico.com/2021/04/15/one-api-yuberico-com-one-http-get","['commons-codec:commons-codec', 'org.apache.geronimo.specs:geronimo-servlet_3.0_spec', 'com.yubico:yubico-validation-client2', '${project.groupId}:yubico-validation-client2', 'com.yubico:yubico-validation-client']",0.25,0.2,"['org.slf4j:slf4j-simple', 'edu.vt.middleware:vt-ldap', 'org.apache.geronimo.specs:geronimo-jacc_1.4_spec', 'org.slf4j:slf4j-api', 'junit:junit', 'io.dropwizard:dropwizard-core']"
pentaho/big-data-plugin,"The Pentaho Big Data Plugin provides support for an ever-expanding Big Data community within the Pentaho ecosystem. It is a plugin for the Kettle engine which can be used within Pentaho Data Integration (Kettle), Pentaho Reporting, and The Pentaho BI Platform.","['pentaho:pentaho-big-data-api-mapreduce', 'pentaho:pentaho-database-model', 'org.apache.aries.blueprint:org.apache.aries.blueprint.core', 'pentaho:pentaho-big-data-impl-clusterTests', 'commons-io:commons-io', 'pentaho:pentaho-big-data-api-hdfs', 'org.slf4j:slf4j-api', 'pentaho:pentaho-big-data-legacy', 'org.mockito:mockito-all', 'pentaho-kettle:kettle-core', 'pentaho:pentaho-big-data-api-pig', 'pentaho:pentaho-big-data-api-initializer', 'pentaho:pentaho-big-data-kettle-plugins-common-ui', 'org.apache.hbase:hbase-common', 'com.google.guava:guava', 'pentaho:pentaho-big-data-api-hbase', 'org.hamcrest:java-hamcrest', 'org.osgi:org.osgi.core', 'pentaho:pentaho-big-data-api-cluster']",1.0,0.2,"['org.pentaho:pentaho-hadoop-shims-api', 'org.apache.httpcomponents:httpclient', 'pentaho:pentaho-big-data-api-cluster-service-locator', 'org.apache.karaf.jaas:org.apache.karaf.jaas.config', 'org.apache.hadoop:hadoop-core', 'pentaho:pentaho-big-data-kettle-plugins-hdfs', 'pentaho-kettle:kettle-ui-swt', 'org.apache.oozie:oozie-client', 'pentaho:pentaho-big-data-api-runtimeTest', 'org.apache.hbase:hbase-client', 'pentaho:metastore', 'org.eclipse.core:commands', 'pentaho:pentaho-big-data-api-oozie', 'org.apache.oozie:oozie-core', 'pentaho:pentaho-big-data-api-jdbc', 'pentaho:pentaho-big-data-impl-shim-common', 'org.apache.hadoop:hadoop-client', 'pentaho-kettle:kettle-engine', 'pentaho:pentaho-metastore-locator-api', 'junit:junit']"
